Sat Apr 30 10:32:44 2016
[([0, 0, 0, 0, 0, 0, 4, 4, 4, 0], 87.71326750417356), ([1, 2, 8, 6, 9, 5, 10, 3, 7, 4], 87.71326750417356)]
[([0, 0, 0, 0, 0, 0, 4, 0, 0, 0], 75.46645097121163), ([1, 5, 9, 8, 2, 6, 3, 10, 7, 4], 75.46645097121163)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 0], 75.86873330317923), ([1, 8, 2, 6, 5, 9, 4, 3, 10, 7], 75.86873330317923)]
[([0, 0, 0, 0, 0, 0, 7, 7, 0, 7], 79.33094050920572), ([1, 4, 5, 9, 2, 8, 6, 10, 3, 7], 79.33094050920572)]
[([0, 0, 0, 0, 0, 0, 7, 0, 0, 7], 74.46506253388252), ([1, 4, 6, 8, 2, 9, 5, 3, 10, 7], 74.46506253388252)]
[([0, 0, 0, 0, 0, 0, 7, 7, 0, 0], 80.62177394843417), ([1, 4, 9, 2, 8, 6, 5, 10, 3, 7], 80.62177394843417)]
[([0, 0, 0, 0, 0, 0, 4, 4, 0, 0], 86.93041537015594), ([1, 2, 8, 6, 5, 9, 10, 3, 7, 4], 86.93041537015594)]
[([0, 0, 0, 0, 0, 0, 7, 0, 7, 0], 81.33847013538632), ([1, 2, 8, 5, 6, 9, 4, 10, 3, 7], 81.33847013538632)]
[([0, 0, 0, 0, 0, 0, 4, 4, 4, 0], 87.71326750417356), ([1, 2, 8, 6, 9, 5, 10, 3, 7, 4], 87.71326750417356)]
[([0, 0, 0, 0, 0, 0, 7, 0, 7, 7], 77.49224633422438), ([1, 2, 6, 8, 9, 5, 4, 10, 3, 7], 77.49224633422438)]
[([0, 0, 0, 0, 0, 0, 4, 4, 4, 0], 84.51212756131586), ([1, 7, 3, 10, 5, 8, 2, 6, 9, 4], 84.51212756131586)]
[([0, 0, 0, 0, 0, 0, 7, 0, 0, 0], 80.16499682088033), ([1, 2, 8, 6, 5, 9, 4, 3, 10, 7], 80.16499682088033)]
[([0, 0, 0, 0, 0, 0, 4, 4, 4, 0], 86.69775597094593), ([1, 2, 8, 9, 6, 5, 10, 3, 7, 4], 86.69775597094593)]
[([0, 0, 0, 0, 0, 0, 7, 0, 0, 7], 79.48024767830141), ([1, 4, 2, 8, 6, 5, 9, 10, 3, 7], 79.48024767830141)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 0], 84.32701226420939), ([1, 2, 8, 6, 5, 9, 4, 10, 3, 7], 84.32701226420939)]
[([0, 0, 0, 0, 0, 0, 4, 0, 0, 0], 86.93041537015594), ([1, 2, 8, 6, 5, 9, 10, 3, 7, 4], 86.93041537015594)]
[([0, 0, 0, 0, 0, 0, 7, 0, 7, 7], 72.63837648786838), ([1, 3, 10, 6, 8, 2, 9, 5, 4, 7], 72.63837648786838)]
[([0, 0, 0, 0, 0, 0, 4, 4, 4, 0], 78.09110148615702), ([1, 6, 8, 2, 5, 9, 10, 3, 7, 4], 78.09110148615702)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 0], 79.32635533765153), ([1, 9, 5, 6, 8, 2, 4, 10, 3, 7], 79.32635533765153)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 0], 79.32635533765153), ([1, 9, 5, 6, 8, 2, 4, 10, 3, 7], 79.32635533765153)]
[([0, 0, 0, 0, 0, 0, 4, 4, 0, 0], 80.78927143609748), ([1, 5, 6, 8, 2, 9, 10, 3, 7, 4], 80.78927143609748)]
[([0, 0, 0, 0, 0, 0, 4, 4, 0, 0], 73.82389272735719), ([1, 10, 9, 2, 8, 6, 5, 3, 7, 4], 73.82389272735719)]
[([0, 0, 0, 0, 0, 0, 7, 0, 7, 0], 78.75509330280447), ([1, 2, 8, 9, 6, 5, 4, 3, 10, 7], 78.75509330280447)]
[([0, 0, 0, 0, 0, 0, 7, 7, 0, 7], 80.62177394843417), ([1, 4, 9, 2, 8, 6, 5, 10, 3, 7], 80.62177394843417)]
[([0, 0, 0, 0, 0, 0, 4, 4, 0, 0], 83.30578095093418), ([1, 2, 8, 9, 6, 5, 7, 3, 10, 4], 83.30578095093418)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 7], 73.7369398821333), ([1, 9, 2, 8, 6, 5, 10, 3, 4, 7], 73.7369398821333)]
[([0, 0, 0, 0, 0, 0, 7, 7, 0, 0], 84.32701226420939), ([1, 2, 8, 6, 5, 9, 4, 10, 3, 7], 84.32701226420939)]
[([0, 0, 0, 0, 0, 0, 4, 4, 0, 0], 78.45448600795504), ([1, 8, 2, 6, 9, 5, 10, 7, 3, 4], 78.45448600795504)]
[([0, 0, 0, 0, 0, 0, 7, 0, 7, 7], 77.83723975994177), ([1, 5, 9, 6, 8, 2, 4, 10, 3, 7], 77.83723975994177)]
[([0, 0, 0, 0, 0, 0, 7, 7, 7, 7], 76.67617982061759), ([1, 9, 6, 5, 8, 2, 4, 10, 3, 7], 76.67617982061759)]

