Sat Apr 30 15:10:02 2016
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 128.1258693452521), ([1, 8, 10, 5, 6, 9, 3, 7, 2, 4], 128.1258693452521)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 133.36896918931382), ([1, 8, 10, 5, 3, 6, 9, 7, 2, 4], 133.36896918931382)]
[([0, 0, 0, 4, 0, 0, 0, 4, 0, 0], 126.3563610014129), ([1, 8, 9, 3, 6, 5, 10, 7, 2, 4], 126.3563610014129)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 119.35756176890828), ([1, 7, 10, 5, 3, 6, 9, 8, 2, 4], 119.35756176890828)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 127.02851072407024), ([1, 8, 9, 6, 3, 5, 10, 7, 2, 4], 127.02851072407024)]
[([0, 0, 0, 4, 0, 0, 0, 0, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 132.62824161219035), ([1, 8, 10, 5, 6, 3, 9, 7, 2, 4], 132.62824161219035)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 130.71060327148965), ([1, 7, 10, 5, 9, 3, 6, 2, 8, 4], 130.71060327148965)]
[([0, 0, 0, 4, 0, 0, 0, 0, 0, 0], 100.13942487582003), ([1, 9, 3, 6, 2, 8, 10, 5, 7, 4], 100.13942487582003)]
[([0, 0, 0, 4, 0, 0, 0, 4, 0, 0], 127.0540149080847), ([1, 8, 10, 9, 6, 3, 5, 7, 2, 4], 127.0540149080847)]
[([0, 0, 0, 4, 0, 0, 0, 0, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 126.3563610014129), ([1, 8, 9, 3, 6, 5, 10, 7, 2, 4], 126.3563610014129)]
[([0, 0, 0, 4, 0, 0, 0, 0, 0, 0], 131.8315831649313), ([1, 8, 7, 10, 5, 9, 3, 6, 2, 4], 131.8315831649313)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 131.61223825388066), ([1, 8, 2, 10, 5, 3, 6, 9, 7, 4], 131.61223825388066)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 135.07705411079178), ([1, 8, 2, 7, 3, 6, 9, 5, 10, 4], 135.07705411079178)]
[([0, 0, 0, 4, 0, 0, 0, 4, 0, 0], 127.27548091060227), ([1, 6, 3, 9, 5, 10, 7, 2, 8, 4], 127.27548091060227)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 133.36896918931382), ([1, 8, 10, 5, 3, 6, 9, 7, 2, 4], 133.36896918931382)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 131.8315831649313), ([1, 8, 7, 10, 5, 9, 3, 6, 2, 4], 131.8315831649313)]
[([0, 0, 0, 0, 7, 7, 0, 7, 0, 0], 82.31497784139985), ([1, 8, 2, 9, 6, 3, 5, 10, 7, 4], 82.31497784139985)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 125.95396766638655), ([1, 8, 10, 6, 3, 9, 5, 7, 2, 4], 125.95396766638655)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 128.29904659113137), ([1, 8, 6, 3, 9, 5, 10, 7, 2, 4], 128.29904659113137)]
[([0, 0, 0, 0, 2, 0, 2, 2, 2, 0], 75.52163380470255), ([1, 8, 7, 10, 5, 9, 6, 3, 2, 4], 75.52163380470255)]
[([0, 0, 0, 4, 0, 0, 0, 0, 0, 0], 133.87212130176013), ([1, 8, 2, 9, 6, 3, 5, 10, 7, 4], 133.87212130176013)]
[([0, 0, 0, 4, 0, 4, 0, 0, 0, 0], 133.36896918931382), ([1, 8, 10, 5, 3, 6, 9, 7, 2, 4], 133.36896918931382)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 130.89084305554343), ([1, 8, 2, 10, 5, 6, 3, 9, 7, 4], 130.89084305554343)]
[([0, 0, 0, 4, 0, 4, 0, 4, 0, 0], 134.67459928286192), ([1, 8, 10, 5, 9, 3, 6, 7, 2, 4], 134.67459928286192)]
[([0, 0, 0, 4, 0, 0, 0, 4, 0, 0], 126.00830833393928), ([1, 7, 9, 6, 3, 5, 10, 2, 8, 4], 126.00830833393928)]

