Thu Apr 28 16:42:58 2016
[([0, 2, 0, 2, 0], 0.19786252579882668), ([1, 7, 19, 10, 20, 11, 12, 18, 3, 8, 15, 9, 16, 6, 5, 17, 4, 13, 14, 2], 0.19786252579882668)]
[([0, 2, 2, 2, 0], 0.19715168526716118), ([1, 18, 14, 9, 16, 7, 17, 8, 5, 3, 4, 11, 13, 20, 6, 19, 10, 15, 12, 2], 0.19715168526716118)]
[([0, 13, 0, 0, 0], 0.10940257795076666), ([1, 6, 17, 10, 7, 19, 9, 3, 11, 15, 5, 20, 8, 16, 2, 12, 4, 14, 18, 13], 0.10940257795076666)]
[([0, 0, 0, 0, 13], 2.9424384237421766), ([1, 14, 18, 4, 9, 2, 12, 17, 8, 3, 20, 15, 7, 5, 6, 19, 10, 16, 13, 11], 2.9424384237421766)]
[([0, 0, 0, 0, 13], 3.701713007866902), ([1, 9, 2, 16, 18, 12, 14, 15, 19, 10, 5, 7, 6, 17, 4, 8, 3, 20, 11, 13], 3.701713007866902)]
[([0, 0, 0, 0, 13], 3.503719664721553), ([1, 2, 16, 14, 9, 12, 4, 11, 3, 6, 15, 10, 17, 5, 20, 8, 19, 7, 18, 13], 3.503719664721553)]
[([0, 0, 0, 0, 20], 3.4820570278042804), ([1, 16, 9, 17, 10, 6, 7, 19, 5, 12, 13, 11, 2, 14, 18, 4, 3, 8, 15, 20], 3.4820570278042804)]
[([0, 0, 0, 0, 9], 3.1081643591032124), ([1, 14, 16, 12, 18, 11, 7, 19, 4, 8, 17, 15, 3, 10, 6, 5, 20, 13, 9, 2], 3.1081643591032124)]
[([0, 0, 0, 0, 9], 3.5801437087732015), ([1, 18, 8, 5, 10, 7, 15, 19, 17, 6, 4, 20, 3, 11, 16, 13, 14, 12, 9, 2], 3.5801437087732015)]
[([0, 0, 0, 0, 16], 4.1504407442026645), ([1, 12, 14, 13, 11, 4, 10, 5, 7, 20, 19, 15, 6, 18, 3, 8, 17, 9, 2, 16], 4.1504407442026645)]
[([0, 2, 2, 2, 0], 0.19605030039705693), ([1, 15, 3, 4, 18, 10, 19, 7, 17, 8, 6, 5, 16, 20, 14, 9, 12, 13, 11, 2], 0.19605030039705693)]
[([0, 0, 0, 0, 9], 3.4880555665616266), ([1, 4, 13, 11, 12, 18, 3, 20, 6, 7, 17, 5, 8, 14, 16, 10, 15, 19, 9, 2], 3.4880555665616266)]
[([0, 2, 2, 2, 0], 0.1915896405680381), ([1, 16, 19, 9, 4, 3, 18, 13, 14, 15, 20, 17, 8, 7, 10, 6, 5, 11, 12, 2], 0.1915896405680381)]
[([0, 0, 0, 0, 20], 3.2298109759758273), ([1, 3, 4, 6, 7, 19, 5, 8, 10, 17, 15, 18, 2, 12, 13, 14, 9, 16, 11, 20], 3.2298109759758273)]
[([0, 0, 0, 0, 20], 3.310455857406963), ([1, 2, 9, 19, 17, 6, 15, 13, 4, 8, 12, 14, 11, 16, 3, 18, 7, 5, 10, 20], 3.310455857406963)]
[([0, 0, 0, 0, 19], 2.3256196955264765), ([1, 15, 20, 12, 16, 7, 17, 8, 5, 9, 14, 13, 18, 3, 10, 6, 4, 11, 19, 2], 2.3256196955264765)]
