Thu Apr 28 16:37:11 2016
[([0, 0, 16, 16, 0], 17.500424481840668), ([1, 2, 4, 10, 6, 11, 12, 5, 19, 7, 3, 17, 14, 8, 18, 15, 20, 9, 13, 16], 17.500424481840668)]
[([0, 0, 16, 0, 0], 16.073519458280728), ([1, 13, 10, 6, 9, 8, 4, 20, 18, 17, 12, 19, 11, 15, 14, 2, 3, 5, 7, 16], 16.073519458280728)]
[([0, 0, 16, 0, 0], 17.30264617839544), ([1, 13, 14, 11, 12, 19, 5, 10, 9, 6, 20, 18, 4, 8, 17, 3, 2, 15, 7, 16], 17.30264617839544)]
[([0, 0, 16, 16, 0], 17.361875040415562), ([1, 10, 2, 8, 17, 14, 12, 19, 3, 5, 7, 9, 6, 20, 4, 15, 18, 11, 13, 16], 17.361875040415562)]
[([0, 0, 16, 16, 0], 16.481717069571364), ([1, 5, 19, 7, 10, 6, 4, 2, 8, 18, 11, 13, 9, 20, 15, 17, 14, 12, 3, 16], 16.481717069571364)]
[([0, 0, 16, 0, 0], 16.758103625287536), ([1, 11, 8, 17, 4, 2, 14, 12, 19, 13, 18, 15, 9, 10, 6, 20, 3, 7, 5, 16], 16.758103625287536)]
[([0, 0, 16, 16, 0], 15.043310897184734), ([1, 13, 12, 2, 17, 8, 4, 14, 7, 19, 5, 3, 18, 20, 11, 15, 9, 10, 6, 16], 15.043310897184734)]
[([0, 0, 16, 16, 0], 18.03183020220149), ([1, 3, 15, 17, 18, 14, 12, 11, 8, 4, 19, 7, 10, 6, 9, 20, 2, 5, 13, 16], 18.03183020220149)]
[([0, 0, 16, 0, 0], 16.106849644717105), ([1, 20, 9, 15, 17, 4, 10, 6, 2, 8, 12, 3, 19, 18, 14, 11, 5, 7, 13, 16], 16.106849644717105)]
[([0, 0, 16, 16, 0], 17.106521533487854), ([1, 13, 9, 20, 10, 6, 2, 15, 12, 5, 19, 18, 4, 3, 8, 17, 14, 11, 7, 16], 17.106521533487854)]
[([0, 0, 16, 16, 0], 16.696639192126117), ([1, 5, 7, 19, 11, 12, 15, 2, 9, 4, 18, 8, 17, 14, 13, 3, 10, 20, 6, 16], 16.696639192126117)]
[([0, 0, 16, 16, 0], 17.806502455791158), ([1, 13, 11, 17, 20, 9, 6, 10, 15, 18, 8, 4, 2, 19, 5, 14, 12, 3, 7, 16], 17.806502455791158)]
[([0, 0, 16, 16, 0], 16.93929881182683), ([1, 7, 2, 8, 4, 12, 11, 18, 15, 17, 14, 3, 5, 13, 19, 10, 20, 9, 6, 16], 16.93929881182683)]
[([0, 0, 16, 16, 0], 18.56341982841932), ([1, 13, 19, 5, 3, 7, 9, 4, 15, 2, 12, 11, 14, 18, 17, 8, 20, 10, 6, 16], 18.56341982841932)]
[([0, 0, 16, 0, 0], 16.405766036929396), ([1, 20, 6, 9, 8, 18, 17, 12, 14, 11, 3, 2, 19, 15, 4, 10, 7, 5, 13, 16], 16.405766036929396)]
[([0, 0, 16, 16, 0], 16.438300102488956), ([1, 5, 19, 14, 12, 11, 3, 7, 6, 4, 17, 2, 18, 20, 9, 10, 15, 8, 13, 16], 16.438300102488956)]
[([0, 0, 13, 13, 0], 13.275851952890607), ([1, 19, 8, 4, 18, 15, 17, 2, 6, 3, 7, 16, 5, 14, 12, 11, 9, 20, 10, 13], 13.275851952890607)]
[([0, 0, 16, 0, 0], 15.99217574681546), ([1, 3, 18, 8, 17, 15, 9, 20, 10, 12, 14, 11, 4, 19, 13, 5, 7, 2, 6, 16], 15.99217574681546)]
[([0, 0, 16, 16, 0], 16.154285146309483), ([1, 4, 10, 6, 5, 13, 3, 9, 20, 18, 15, 2, 8, 17, 12, 11, 14, 7, 19, 16], 16.154285146309483)]
[([0, 0, 16, 16, 0], 15.191652798977211), ([1, 6, 15, 2, 8, 18, 11, 12, 5, 7, 9, 20, 10, 3, 19, 4, 17, 14, 13, 16], 15.191652798977211)]
[([0, 0, 16, 16, 0], 14.967195254753973), ([1, 2, 15, 20, 6, 12, 8, 17, 11, 14, 3, 19, 4, 18, 9, 10, 7, 13, 5, 16], 14.967195254753973)]
[([0, 0, 16, 0, 0], 18.37836432084234), ([1, 13, 7, 19, 4, 11, 15, 18, 8, 17, 14, 12, 2, 3, 5, 20, 10, 9, 6, 16], 18.37836432084234)]
[([0, 0, 16, 16, 0], 17.013634484245415), ([1, 20, 9, 13, 19, 5, 7, 8, 18, 11, 4, 15, 17, 14, 12, 2, 3, 6, 10, 16], 17.013634484245415)]
[([0, 0, 16, 0, 0], 20.005960216978497), ([1, 19, 3, 7, 5, 12, 8, 17, 18, 15, 2, 4, 14, 11, 6, 20, 9, 10, 13, 16], 20.005960216978497)]
[([0, 0, 16, 16, 0], 16.573940146742363), ([1, 13, 15, 17, 8, 4, 3, 5, 19, 14, 11, 12, 2, 18, 20, 7, 9, 10, 6, 16], 16.573940146742363)]
[([0, 0, 16, 16, 0], 17.66898444954948), ([1, 12, 14, 8, 17, 11, 19, 13, 10, 6, 2, 9, 20, 18, 15, 4, 3, 7, 5, 16], 17.66898444954948)]
[([0, 0, 16, 0, 0], 16.97709881897932), ([1, 7, 19, 17, 11, 14, 12, 8, 18, 2, 4, 15, 20, 5, 13, 3, 6, 10, 9, 16], 16.97709881897932)]
[([0, 0, 16, 16, 0], 17.317482973746355), ([1, 13, 2, 18, 15, 17, 14, 11, 20, 4, 8, 12, 19, 5, 7, 10, 9, 6, 3, 16], 17.317482973746355)]
[([0, 0, 16, 16, 0], 15.167071477277972), ([1, 5, 10, 11, 2, 18, 6, 9, 20, 17, 8, 14, 12, 4, 15, 3, 19, 13, 7, 16], 15.167071477277972)]
