Thu Apr 28 16:54:30 2016
[([0, 0, 14, 14, 0], 12.338403279297435), ([1, 11, 20, 18, 16, 2, 3, 13, 6, 8, 10, 15, 12, 9, 7, 5, 19, 17, 14, 4], 12.338403279297435)]
[([0, 0, 0, 4, 0], 10.863727049213562), ([1, 6, 2, 12, 7, 8, 9, 15, 10, 11, 3, 13, 18, 16, 20, 19, 5, 17, 14, 4], 10.863727049213562)]
[([0, 0, 14, 14, 0], 11.027218026368985), ([1, 18, 16, 10, 8, 6, 13, 11, 4, 3, 17, 5, 15, 9, 12, 2, 20, 7, 19, 14], 11.027218026368985)]
[([0, 0, 14, 14, 0], 12.344176884358815), ([1, 16, 18, 11, 13, 2, 20, 10, 8, 15, 9, 7, 12, 6, 19, 17, 3, 5, 14, 4], 12.344176884358815)]
[([0, 0, 14, 0, 0], 11.237035594817328), ([1, 11, 3, 7, 8, 10, 16, 2, 13, 9, 12, 15, 20, 18, 6, 17, 5, 19, 14, 4], 11.237035594817328)]
[([0, 0, 5, 5, 0], 11.3030710763658), ([1, 3, 15, 7, 6, 20, 13, 18, 19, 12, 9, 8, 10, 16, 2, 11, 4, 14, 5, 17], 11.3030710763658)]
[([0, 0, 14, 14, 0], 10.952842828826602), ([1, 18, 16, 2, 20, 7, 3, 11, 17, 4, 13, 6, 10, 8, 9, 19, 15, 12, 5, 14], 10.952842828826602)]
[([0, 0, 14, 0, 0], 10.514816767638957), ([1, 11, 18, 13, 3, 6, 17, 19, 2, 10, 9, 12, 15, 7, 8, 16, 20, 5, 14, 4], 10.514816767638957)]
[([0, 0, 14, 0, 0], 10.028270130815178), ([1, 18, 16, 2, 20, 6, 13, 5, 19, 17, 11, 4, 7, 9, 10, 12, 8, 15, 3, 14], 10.028270130815178)]
[([0, 0, 0, 4, 4], 8.380838278133817), ([1, 8, 7, 15, 5, 6, 12, 19, 10, 3, 11, 20, 18, 13, 16, 9, 14, 17, 2, 4], 8.380838278133817)]
[([0, 0, 14, 0, 0], 10.266312964812863), ([1, 17, 10, 16, 6, 7, 19, 8, 20, 18, 2, 13, 4, 11, 3, 12, 9, 15, 5, 14], 10.266312964812863)]
[([0, 0, 14, 14, 0], 10.030499097414909), ([1, 4, 18, 11, 7, 8, 10, 20, 6, 12, 9, 2, 3, 13, 16, 15, 19, 5, 17, 14], 10.030499097414909)]
[([0, 0, 14, 0, 0], 10.814354482078471), ([1, 11, 3, 4, 17, 8, 10, 20, 16, 18, 13, 2, 12, 6, 15, 5, 19, 7, 9, 14], 10.814354482078471)]
[([0, 0, 14, 14, 0], 10.640229787586792), ([1, 6, 8, 15, 9, 10, 5, 19, 12, 7, 17, 4, 11, 3, 13, 2, 18, 16, 20, 14], 10.640229787586792)]
[([0, 0, 14, 0, 0], 11.129889334518232), ([1, 11, 18, 2, 7, 6, 16, 10, 20, 17, 13, 3, 9, 8, 15, 12, 19, 5, 14, 4], 11.129889334518232)]
[([0, 0, 14, 14, 0], 10.053373795563779), ([1, 11, 20, 4, 10, 7, 15, 12, 5, 8, 9, 19, 17, 6, 16, 18, 13, 2, 3, 14], 10.053373795563779)]
[([0, 0, 5, 0, 0], 10.634959889474429), ([1, 13, 2, 20, 18, 11, 8, 10, 6, 16, 15, 12, 19, 7, 9, 3, 17, 14, 5, 4], 10.634959889474429)]
[([0, 0, 5, 5, 0], 10.16290712140784), ([1, 15, 9, 6, 18, 2, 16, 12, 7, 8, 10, 20, 11, 3, 13, 4, 14, 19, 5, 17], 10.16290712140784)]
[([0, 0, 5, 5, 0], 12.229186705258613), ([1, 3, 19, 15, 8, 9, 7, 12, 10, 11, 13, 2, 18, 20, 16, 6, 14, 5, 17, 4], 12.229186705258613)]
[([0, 0, 14, 14, 0], 10.427814109848), ([1, 4, 3, 13, 11, 18, 6, 2, 16, 9, 8, 7, 20, 17, 15, 10, 12, 19, 5, 14], 10.427814109848)]
[([0, 0, 14, 14, 0], 10.961384119076506), ([1, 2, 16, 11, 20, 18, 3, 17, 4, 5, 19, 7, 13, 6, 10, 9, 8, 15, 12, 14], 10.961384119076506)]
[([0, 0, 0, 4, 4], 10.630639475836738), ([1, 11, 7, 12, 20, 18, 16, 10, 9, 8, 15, 19, 5, 17, 3, 2, 14, 6, 13, 4], 10.630639475836738)]
[([0, 0, 5, 5, 0], 10.07795130962041), ([1, 18, 2, 13, 11, 3, 6, 15, 10, 16, 20, 7, 9, 14, 17, 12, 8, 19, 5, 4], 10.07795130962041)]
[([0, 0, 14, 0, 0], 10.492896009090037), ([1, 17, 13, 18, 16, 11, 3, 20, 10, 2, 6, 4, 5, 7, 12, 15, 8, 9, 19, 14], 10.492896009090037)]
[([0, 0, 14, 0, 0], 10.611128898104644), ([1, 17, 4, 11, 2, 18, 16, 13, 12, 3, 7, 15, 20, 6, 8, 10, 9, 19, 5, 14], 10.611128898104644)]
[([0, 0, 5, 0, 0], 10.51684307101578), ([1, 17, 19, 14, 11, 20, 9, 12, 7, 10, 6, 3, 13, 2, 18, 16, 8, 15, 5, 4], 10.51684307101578)]
[([0, 0, 14, 14, 0], 12.124383106066656), ([1, 4, 20, 18, 16, 10, 6, 9, 12, 15, 8, 7, 2, 13, 11, 3, 5, 19, 14, 17], 12.124383106066656)]
[([0, 0, 0, 2, 2], 8.79174535131274), ([1, 5, 14, 15, 12, 17, 19, 10, 7, 9, 8, 16, 18, 11, 3, 4, 6, 20, 2, 13], 8.79174535131274)]
[([0, 0, 14, 0, 0], 12.333876999787643), ([1, 3, 8, 9, 10, 16, 2, 18, 11, 13, 6, 20, 7, 19, 12, 15, 17, 5, 14, 4], 12.333876999787643)]
[([0, 0, 19, 0, 19], 9.507988233668208), ([1, 11, 18, 20, 16, 2, 7, 14, 5, 3, 17, 12, 10, 6, 8, 9, 15, 13, 19, 4], 9.507988233668208)]

