Thu Apr 28 17:53:06 2016
[([0, 0, 0, 19, 0], 4.916246306552769), ([1, 18, 3, 16, 6, 5, 12, 2, 14, 15, 7, 20, 13, 11, 4, 8, 9, 10, 19, 17], 4.916246306552769)]
[([0, 0, 0, 2, 0], 4.395805811637913), ([1, 6, 8, 9, 11, 13, 18, 14, 17, 20, 4, 10, 7, 15, 3, 5, 12, 19, 16, 2], 4.395805811637913)]
[([0, 0, 0, 7, 0], 5.639666750723621), ([1, 19, 17, 2, 12, 15, 5, 6, 16, 4, 9, 8, 20, 10, 14, 13, 18, 3, 11, 7], 5.639666750723621)]
[([0, 0, 0, 18, 0], 5.739081812151959), ([1, 13, 11, 3, 15, 17, 10, 6, 20, 16, 19, 8, 9, 4, 7, 14, 12, 2, 5, 18], 5.739081812151959)]
[([0, 0, 0, 18, 0], 5.3255655485435005), ([1, 3, 14, 17, 5, 8, 16, 9, 4, 10, 15, 12, 2, 6, 20, 19, 7, 11, 13, 18], 5.3255655485435005)]
[([0, 0, 0, 18, 0], 5.248776780550943), ([1, 6, 20, 8, 9, 7, 10, 19, 2, 5, 12, 17, 11, 13, 15, 16, 4, 14, 3, 18], 5.248776780550943)]
[([0, 0, 0, 11, 11], 5.1782543287401), ([1, 13, 3, 18, 17, 2, 15, 14, 7, 4, 10, 20, 9, 8, 6, 16, 19, 12, 5, 11], 5.1782543287401)]
[([0, 0, 0, 10, 0], 5.229680439578708), ([1, 17, 14, 13, 11, 18, 3, 2, 5, 6, 12, 15, 16, 4, 20, 9, 8, 7, 19, 10], 5.229680439578708)]
[([0, 0, 0, 19, 0], 4.407343209257349), ([1, 18, 16, 10, 7, 2, 5, 12, 3, 13, 11, 4, 20, 15, 8, 9, 14, 17, 6, 19], 4.407343209257349)]
[([0, 0, 0, 18, 0], 4.532935742183676), ([1, 20, 14, 4, 10, 7, 9, 16, 12, 5, 2, 17, 15, 6, 19, 11, 13, 8, 18, 3], 4.532935742183676)]
[([0, 0, 0, 20, 0], 4.987517087391038), ([1, 3, 18, 13, 10, 19, 15, 7, 11, 14, 17, 5, 2, 12, 16, 6, 9, 4, 8, 20], 4.987517087391038)]
