Fri Apr 29 04:26:08 2016
[([18, 0, 0, 0, 18, 18, 0, 18, 18, 0, 18, 0, 0, 0, 0, 18, 0, 0, 18, 0, 0, 0, 18, 0, 18], 6.551188773592837), ([1, 4, 16, 7, 20, 5, 6, 8, 17, 14, 15, 10, 3, 11, 2, 12, 13, 19, 9, 18], 6.551188773592837)]
[([18, 18, 0, 0, 0, 0, 0, 18, 18, 0, 18, 18, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0], 6.74430771703208), ([1, 8, 17, 6, 4, 5, 20, 16, 2, 13, 15, 3, 11, 14, 10, 12, 7, 19, 9, 18], 6.74430771703208)]
[([18, 18, 0, 18, 0, 0, 0, 18, 0, 18, 18, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 18, 18, 18], 4.846510256240699), ([1, 17, 11, 6, 13, 16, 8, 3, 10, 2, 15, 4, 19, 9, 5, 14, 12, 20, 7, 18], 4.846510256240699)]
[([18, 18, 0, 18, 18, 18, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 18, 0, 18, 0, 0, 0, 18, 0, 18], 5.217440459365006), ([1, 7, 11, 17, 8, 3, 14, 13, 15, 10, 2, 4, 16, 12, 9, 19, 20, 5, 6, 18], 5.217440459365006)]
[([18, 18, 0, 0, 18, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18, 0, 0, 18, 0, 0, 0, 0, 0, 18], 4.927589123725142), ([1, 11, 14, 20, 2, 16, 7, 13, 6, 17, 8, 19, 5, 9, 12, 15, 3, 10, 4, 18], 4.927589123725142)]
[([18, 18, 0, 18, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 18], 5.357202934403003), ([1, 12, 5, 9, 16, 10, 13, 20, 7, 14, 11, 3, 2, 15, 4, 8, 17, 19, 6, 18], 5.357202934403003)]
[([18, 18, 0, 18, 18, 0, 0, 0, 18, 0, 18, 18, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 18, 0, 18], 5.131425204645567), ([1, 8, 9, 14, 20, 12, 16, 19, 17, 5, 7, 13, 2, 10, 11, 3, 4, 15, 6, 18], 5.131425204645567)]
[([18, 0, 0, 0, 18, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 18, 18, 0, 18, 0, 0, 0, 0, 0, 18], 5.870912202773533), ([1, 8, 9, 19, 17, 2, 16, 7, 11, 14, 10, 3, 13, 4, 15, 12, 20, 5, 6, 18], 5.870912202773533)]
[([18, 0, 0, 18, 18, 0, 0, 0, 18, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 18], 5.363187691120611), ([1, 13, 20, 6, 11, 14, 3, 15, 2, 16, 12, 7, 8, 5, 4, 10, 17, 9, 19, 18], 5.363187691120611)]
[([18, 18, 0, 18, 18, 18, 0, 18, 0, 18, 0, 18, 0, 0, 18, 18, 0, 0, 18, 0, 0, 0, 0, 18, 0], 6.544781743007413), ([1, 12, 15, 14, 10, 11, 2, 3, 17, 8, 9, 19, 5, 20, 7, 6, 4, 13, 16, 18], 6.544781743007413)]
[([18, 0, 0, 18, 18, 0, 0, 18, 18, 18, 18, 18, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 0, 18, 18], 5.667144784526479), ([1, 6, 3, 11, 19, 9, 17, 8, 14, 4, 12, 13, 10, 15, 16, 2, 7, 20, 5, 18], 5.667144784526479)]
[([18, 18, 0, 18, 18, 0, 0, 18, 18, 0, 18, 18, 0, 0, 18, 0, 0, 0, 18, 0, 0, 0, 18, 18, 18], 5.121725924089912), ([1, 5, 15, 6, 4, 16, 9, 19, 8, 17, 7, 11, 14, 10, 3, 2, 13, 20, 12, 18], 5.121725924089912)]
[([18, 18, 0, 0, 18, 18, 0, 0, 18, 18, 18, 0, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 18, 0, 0], 5.313474479862562), ([1, 7, 5, 11, 15, 13, 16, 8, 19, 6, 20, 12, 4, 2, 14, 3, 10, 17, 9, 18], 5.313474479862562)]
[([18, 18, 0, 18, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 18], 4.538094609116326), ([1, 8, 5, 15, 7, 12, 14, 20, 11, 13, 3, 10, 2, 16, 9, 17, 4, 6, 19, 18], 4.538094609116326)]
[([18, 0, 0, 0, 18, 0, 0, 18, 18, 18, 0, 18, 0, 0, 0, 18, 18, 0, 18, 0, 0, 0, 0, 0, 0], 5.474807198438848), ([1, 5, 8, 9, 19, 6, 20, 7, 12, 3, 14, 16, 2, 13, 15, 17, 4, 10, 11, 18], 5.474807198438848)]
[([18, 18, 0, 18, 18, 0, 0, 0, 18, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18], 5.415034677180091), ([1, 8, 11, 16, 13, 15, 3, 10, 14, 17, 19, 5, 7, 4, 9, 2, 12, 20, 6, 18], 5.415034677180091)]
[([18, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 18], 5.283599752694356), ([1, 11, 14, 16, 13, 7, 19, 17, 8, 5, 4, 2, 3, 10, 15, 20, 12, 9, 6, 18], 5.283599752694356)]
[([18, 18, 0, 0, 18, 0, 0, 0, 18, 0, 18, 18, 0, 0, 18, 0, 0, 0, 18, 0, 0, 0, 18, 18, 18], 5.701417961427122), ([1, 19, 7, 5, 4, 8, 9, 17, 16, 20, 12, 13, 14, 3, 11, 15, 2, 10, 6, 18], 5.701417961427122)]
[([18, 18, 0, 18, 0, 18, 0, 18, 0, 18, 18, 0, 0, 0, 18, 18, 0, 0, 18, 0, 0, 0, 0, 18, 18], 5.970350589727423), ([1, 12, 4, 19, 13, 16, 2, 15, 14, 3, 10, 11, 6, 20, 7, 5, 9, 17, 8, 18], 5.970350589727423)]
[([18, 18, 0, 18, 18, 18, 0, 0, 0, 18, 0, 18, 0, 0, 18, 0, 18, 0, 0, 0, 0, 0, 0, 18, 0], 5.6240279107241555), ([1, 8, 15, 3, 11, 7, 12, 6, 20, 13, 2, 16, 4, 10, 14, 17, 9, 19, 5, 18], 5.6240279107241555)]
[([18, 0, 0, 18, 18, 18, 0, 0, 18, 0, 18, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 18, 18, 0], 5.207260117743142), ([1, 13, 2, 3, 14, 8, 17, 7, 16, 20, 12, 4, 10, 15, 11, 19, 9, 6, 5, 18], 5.207260117743142)]
[([18, 18, 0, 0, 0, 18, 0, 18, 18, 0, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18], 5.571318056761532), ([1, 16, 13, 7, 2, 12, 6, 4, 14, 11, 3, 10, 17, 8, 9, 19, 15, 20, 5, 18], 5.571318056761532)]
[([18, 0, 0, 18, 0, 18, 0, 0, 18, 18, 0, 0, 0, 0, 18, 0, 18, 0, 18, 0, 0, 0, 0, 18, 0], 5.199291291561472), ([1, 17, 8, 7, 5, 6, 9, 20, 2, 3, 11, 15, 16, 12, 19, 13, 10, 14, 4, 18], 5.199291291561472)]
[([18, 18, 0, 0, 18, 0, 0, 0, 18, 0, 0, 18, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18], 5.014527820784246), ([1, 16, 10, 3, 11, 8, 15, 12, 2, 13, 5, 7, 20, 9, 17, 14, 4, 6, 19, 18], 5.014527820784246)]
[([18, 0, 0, 0, 18, 18, 0, 18, 18, 0, 18, 0, 0, 0, 18, 18, 18, 0, 18, 0, 0, 0, 18, 18, 18], 5.445444968213831), ([1, 17, 8, 19, 5, 20, 15, 9, 10, 11, 4, 14, 3, 2, 12, 7, 13, 16, 6, 18], 5.445444968213831)]
[([18, 18, 0, 18, 18, 0, 0, 18, 18, 0, 0, 18, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0], 4.9672962377832635), ([1, 13, 3, 11, 5, 8, 17, 19, 7, 4, 9, 6, 10, 14, 2, 15, 16, 20, 12, 18], 4.9672962377832635)]
[([18, 18, 0, 0, 0, 0, 0, 18, 18, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 18, 18], 6.043961792723506), ([1, 8, 17, 11, 2, 12, 15, 14, 10, 3, 4, 7, 5, 20, 13, 16, 6, 19, 9, 18], 6.043961792723506)]
[([18, 0, 0, 18, 0, 0, 0, 18, 0, 18, 0, 18, 0, 0, 18, 18, 18, 0, 18, 0, 0, 0, 18, 0, 0], 5.128594936447464), ([1, 8, 7, 9, 14, 11, 2, 5, 20, 16, 12, 13, 3, 15, 10, 4, 6, 17, 19, 18], 5.128594936447464)]
